taxon	rank	trait_id	trait_name	mean_value	unit	sd	n	origin
Puccinellia vahliana  (Liebm.) Scribn. & Merr.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Puccinellia vahliana  (Liebm.) Scribn. & Merr.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Puccinellia vahliana  (Liebm.) Scribn. & Merr.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Puccinellia vahliana  (Liebm.) Scribn. & Merr.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Puccinellia vahliana  (Liebm.) Scribn. & Merr.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Puccinellia vahliana  (Liebm.) Scribn. & Merr.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Puccinellia tenuiflora (Griseb.) Scribn. & Merr.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Puccinellia tenuiflora (Griseb.) Scribn. & Merr.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Puccinellia tenuiflora (Griseb.) Scribn. & Merr.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Puccinellia tenuiflora (Griseb.) Scribn. & Merr.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Puccinellia tenuiflora (Griseb.) Scribn. & Merr.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Puccinellia tenuiflora (Griseb.) Scribn. & Merr.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Koeleria asiatica Domin	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Koeleria asiatica Domin	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Koeleria asiatica Domin	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Koeleria asiatica Domin	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Koeleria asiatica Domin	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Koeleria asiatica Domin	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Deschampsia cespitosa (L.) P.Beauv.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	588.5002778	mm^2	265.0184385	9	arctic mean
Deschampsia cespitosa (L.) P.Beauv.	species	14	Leaf nitrogen (N) content per leaf dry mass	11.63452662	mg/g	5.565054147	16	arctic mean
Deschampsia cespitosa (L.) P.Beauv.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	9.089336599	mm^2/mg	2.358517789	10	arctic mean
Deschampsia cespitosa (L.) P.Beauv.	species	3106	Plant height vegetative	0.349566667	m	0.312770784	3	arctic mean
Deschampsia cespitosa (L.) P.Beauv.	species	26	Seed dry mass	0.15	mg	NA	1	arctic mean
Deschampsia cespitosa (L.) P.Beauv.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Alopecurus magellanicus Lam.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Alopecurus magellanicus Lam.	species	14	Leaf nitrogen (N) content per leaf dry mass	7.166666667	mg/g	1.782881563	6	arctic mean
Alopecurus magellanicus Lam.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Alopecurus magellanicus Lam.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Alopecurus magellanicus Lam.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Alopecurus magellanicus Lam.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Calamagrostis stricta (Timm) Koeler	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Calamagrostis stricta (Timm) Koeler	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Calamagrostis stricta (Timm) Koeler	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Calamagrostis stricta (Timm) Koeler	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Calamagrostis stricta (Timm) Koeler	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Calamagrostis stricta (Timm) Koeler	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Arctagrostis  latifolia (R.Br.) Griseb.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Arctagrostis  latifolia (R.Br.) Griseb.	species	14	Leaf nitrogen (N) content per leaf dry mass	22.63863636	mg/g	6.063240975	44	arctic mean
Arctagrostis  latifolia (R.Br.) Griseb.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Arctagrostis  latifolia (R.Br.) Griseb.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Arctagrostis  latifolia (R.Br.) Griseb.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Arctagrostis  latifolia (R.Br.) Griseb.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Dupontia fisheri R.Br.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Dupontia fisheri R.Br.	species	14	Leaf nitrogen (N) content per leaf dry mass	17.22857143	mg/g	4.615807607	84	arctic mean
Dupontia fisheri R.Br.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Dupontia fisheri R.Br.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Dupontia fisheri R.Br.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Dupontia fisheri R.Br.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Arctophila fulva (Trin.) Andersson	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Arctophila fulva (Trin.) Andersson	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Arctophila fulva (Trin.) Andersson	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Arctophila fulva (Trin.) Andersson	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Arctophila fulva (Trin.) Andersson	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Arctophila fulva (Trin.) Andersson	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Pleuropogon sabinii R.Br.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Pleuropogon sabinii R.Br.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Pleuropogon sabinii R.Br.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Pleuropogon sabinii R.Br.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Pleuropogon sabinii R.Br.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Pleuropogon sabinii R.Br.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Ranunculus acris L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	709.213426	mm^2	196.3929283	18	arctic mean
Ranunculus acris L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Ranunculus acris L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	20.83351119	mm^2/mg	2.192804771	19	arctic mean
Ranunculus acris L.	species	3106	Plant height vegetative	0.5172	m	0.682782308	2	arctic mean
Ranunculus acris L.	species	26	Seed dry mass	1.4	mg	0.707106781	2	arctic mean
Ranunculus acris L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Filipendula ulmaria (L.) Maxim.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	7225.9	mm^2	NA	1	arctic mean
Filipendula ulmaria (L.) Maxim.	species	14	Leaf nitrogen (N) content per leaf dry mass	20.05637148	mg/g	14.24503782	6	arctic mean
Filipendula ulmaria (L.) Maxim.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	29.17564869	mm^2/mg	NA	1	arctic mean
Filipendula ulmaria (L.) Maxim.	species	3106	Plant height vegetative	0.25	m	NA	1	arctic mean
Filipendula ulmaria (L.) Maxim.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Filipendula ulmaria (L.) Maxim.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Thymus praecox Opiz	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Thymus praecox Opiz	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Thymus praecox Opiz	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Thymus praecox Opiz	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Thymus praecox Opiz	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Thymus praecox Opiz	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Parnassia palustris L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Parnassia palustris L.	species	14	Leaf nitrogen (N) content per leaf dry mass	19.8	mg/g	NA	1	arctic mean
Parnassia palustris L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Parnassia palustris L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Parnassia palustris L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Parnassia palustris L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Capsella bursa-pastoris (L.) Medik.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Capsella bursa-pastoris (L.) Medik.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Capsella bursa-pastoris (L.) Medik.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Capsella bursa-pastoris (L.) Medik.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Capsella bursa-pastoris (L.) Medik.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Capsella bursa-pastoris (L.) Medik.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Rumex longifolius DC.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Rumex longifolius DC.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Rumex longifolius DC.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Rumex longifolius DC.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Rumex longifolius DC.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Rumex longifolius DC.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Rumex acetosella L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Rumex acetosella L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Rumex acetosella L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Rumex acetosella L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Rumex acetosella L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Rumex acetosella L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Lycopodium clavatum L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Lycopodium clavatum L.	species	14	Leaf nitrogen (N) content per leaf dry mass	16.9	mg/g	NA	1	arctic mean
Lycopodium clavatum L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Lycopodium clavatum L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Lycopodium clavatum L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Lycopodium clavatum L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Polypodium vulgare L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Polypodium vulgare L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Polypodium vulgare L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Polypodium vulgare L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Polypodium vulgare L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Polypodium vulgare L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Athyrium alpestre (Hoppe) Clairv.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Athyrium alpestre (Hoppe) Clairv.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Athyrium alpestre (Hoppe) Clairv.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Athyrium alpestre (Hoppe) Clairv.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Athyrium alpestre (Hoppe) Clairv.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Athyrium alpestre (Hoppe) Clairv.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Artemisia vulgaris L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Artemisia vulgaris L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Artemisia vulgaris L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Artemisia vulgaris L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Artemisia vulgaris L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Artemisia vulgaris L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Elaeagnus rhamnoides (L.) A.Nelson	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Elaeagnus rhamnoides (L.) A.Nelson	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Elaeagnus rhamnoides (L.) A.Nelson	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Elaeagnus rhamnoides (L.) A.Nelson	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Elaeagnus rhamnoides (L.) A.Nelson	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Elaeagnus rhamnoides (L.) A.Nelson	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Armeria maritima (Mill.) Willd.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Armeria maritima (Mill.) Willd.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Armeria maritima (Mill.) Willd.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Armeria maritima (Mill.) Willd.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Armeria maritima (Mill.) Willd.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Armeria maritima (Mill.) Willd.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Rumex crispus L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Rumex crispus L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Rumex crispus L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Rumex crispus L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Rumex crispus L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Rumex crispus L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Anemone pulsatilla L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Anemone pulsatilla L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Anemone pulsatilla L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Anemone pulsatilla L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Anemone pulsatilla L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Anemone pulsatilla L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Eranthis hyemalis (L.) Salisb.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Eranthis hyemalis (L.) Salisb.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Eranthis hyemalis (L.) Salisb.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Eranthis hyemalis (L.) Salisb.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Eranthis hyemalis (L.) Salisb.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Eranthis hyemalis (L.) Salisb.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Myosurus minimus L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Myosurus minimus L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Myosurus minimus L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Myosurus minimus L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Myosurus minimus L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Myosurus minimus L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Actaea spicata L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Actaea spicata L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Actaea spicata L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Actaea spicata L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Actaea spicata L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Actaea spicata L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Clematis vetaba L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Clematis vetaba L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Clematis vetaba L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Clematis vetaba L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Clematis vetaba L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Clematis vetaba L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Huperzia selago L. Bernh. ex Schrank & Mart.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Huperzia selago L. Bernh. ex Schrank & Mart.	species	14	Leaf nitrogen (N) content per leaf dry mass	11.26363636	mg/g	1.802926913	11	arctic mean
Huperzia selago L. Bernh. ex Schrank & Mart.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Huperzia selago L. Bernh. ex Schrank & Mart.	species	3106	Plant height vegetative	0.0944	m	NA	1	arctic mean
Huperzia selago L. Bernh. ex Schrank & Mart.	species	26	Seed dry mass	1e-04	mg	NA	1	arctic mean
Huperzia selago L. Bernh. ex Schrank & Mart.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Gymnocarpium dryopteris L. Newman	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Gymnocarpium dryopteris L. Newman	species	14	Leaf nitrogen (N) content per leaf dry mass	20.64844436	mg/g	4.079456657	9	arctic mean
Gymnocarpium dryopteris L. Newman	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Gymnocarpium dryopteris L. Newman	species	3106	Plant height vegetative	0.12	m	NA	1	arctic mean
Gymnocarpium dryopteris L. Newman	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Gymnocarpium dryopteris L. Newman	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Calluna vulgaris L. Hull	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Calluna vulgaris L. Hull	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Calluna vulgaris L. Hull	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Calluna vulgaris L. Hull	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Calluna vulgaris L. Hull	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Calluna vulgaris L. Hull	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Geranium sylvaticum L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	4197.5	mm^2	NA	1	arctic mean
Geranium sylvaticum L.	species	14	Leaf nitrogen (N) content per leaf dry mass	22.17083071	mg/g	9.407927425	13	arctic mean
Geranium sylvaticum L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	24.0419758	mm^2/mg	4.839404582	2	arctic mean
Geranium sylvaticum L.	species	3106	Plant height vegetative	0.17105	m	0.111652161	2	arctic mean
Geranium sylvaticum L.	species	26	Seed dry mass	5.5925	mg	0.703571247	2	arctic mean
Geranium sylvaticum L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Juniperus siberica Burgsd	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Juniperus siberica Burgsd	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Juniperus siberica Burgsd	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Juniperus siberica Burgsd	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Juniperus siberica Burgsd	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Juniperus siberica Burgsd	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Rubus saxatilis L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	6928.8	mm^2	NA	1	arctic mean
Rubus saxatilis L.	species	14	Leaf nitrogen (N) content per leaf dry mass	14.48853326	mg/g	10.64301973	6	arctic mean
Rubus saxatilis L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	26.53882412	mm^2/mg	NA	1	arctic mean
Rubus saxatilis L.	species	3106	Plant height vegetative	0.15	m	NA	1	arctic mean
Rubus saxatilis L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Rubus saxatilis L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Saxifraga aizoides L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Saxifraga aizoides L.	species	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Saxifraga aizoides L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	10.99	mm^2/mg	NA	1	arctic mean
Saxifraga aizoides L.	species	3106	Plant height vegetative	0.0225	m	NA	1	arctic mean
Saxifraga aizoides L.	species	26	Seed dry mass	NA	mg	NA	0	arctic mean
Saxifraga aizoides L.	species	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Eriophorum vaginatum L.	species	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Eriophorum vaginatum L.	species	14	Leaf nitrogen (N) content per leaf dry mass	19.343125	mg/g	6.495423441	24	arctic mean
Eriophorum vaginatum L.	species	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	5.406209031	mm^2/mg	NA	1	arctic mean
Eriophorum vaginatum L.	species	3106	Plant height vegetative	NA	m	NA	0	arctic mean
